fileId,time,xPos,yPos,zPos,leftSide,leftForward,centralForward,rightForward,rightSide,leftSideDistance,leftForwardDistance,centralForwardDistance,rightForwardDistance,rightSideDistance,zone,movingForward,moveForwardInput,moveBackwardsInput,moveLeftInput,moveRightInput,State
2030923,0,15.58,1.010003,4.62,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,1,TRUE,FALSE,FALSE,FALSE,FALSE,0
2030923,0.02,15.58,1.006083,4.62,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0
2030923,0.3533334,15.58041,0.8817309,4.616555,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0
2030923,0.4060917,15.5792,0.88183,4.617769,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,1,TRUE,FALSE,FALSE,FALSE,FALSE,0
2030923,0.4219607,15.57987,0.8827556,4.617217,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0
2030923,0.4393021,15.58062,0.8814906,4.616424,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0
2030923,0.4489571,15.58036,0.8820692,4.616788,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,1,TRUE,FALSE,FALSE,FALSE,FALSE,0
2030923,0.4594843,15.58002,0.8828089,4.617253,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,1,TRUE,FALSE,FALSE,FALSE,FALSE,0
2030923,0.4698468,15.57955,0.8821215,4.61764,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,1,TRUE,FALSE,FALSE,FALSE,FALSE,0
2030923,0.4808038,15.57909,0.8813753,4.618016,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,1,TRUE,FALSE,FALSE,FALSE,FALSE,0
2030923,0.491348,15.57909,0.8813753,4.618016,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0
2030923,0.5020925,15.57909,0.8813753,4.618016,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0
2030923,0.5136018,15.57909,0.8813753,4.618016,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0
2030923,0.5489964,15.57909,0.8813753,4.618016,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0
2030923,0.5705274,15.57909,0.8813753,4.618016,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0
2030923,0.5895481,15.57909,0.8813753,4.618016,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0
2030923,0.6014906,15.57909,0.8813753,4.618016,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0
2030923,0.6120048,15.57909,0.8813753,4.618016,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0
2030923,0.623426,15.57909,0.8813753,4.618016,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0
2030923,0.6466348,15.57909,0.8813753,4.618016,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0
2030923,0.6669325,15.57909,0.8813753,4.618016,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0
2030923,0.6787773,15.57909,0.8813753,4.618016,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0
2030923,0.6896585,15.57909,0.8813753,4.618016,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0
2030923,0.700838,15.57909,0.8813753,4.618016,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0
2030923,0.7114161,15.57909,0.8813753,4.618016,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0
2030923,0.7213452,15.57909,0.8813753,4.618016,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0
2030923,0.7355645,15.57909,0.8813753,4.618016,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0
2030923,0.7457395,15.57909,0.8813753,4.618016,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0
2030923,0.7568662,15.57909,0.8813753,4.618016,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0
2030923,0.7670025,15.57909,0.8813753,4.618016,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0
2030923,0.7780021,15.57909,0.8813753,4.618016,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0
2030923,0.7887402,15.57909,0.8813753,4.618016,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0
2030923,0.7992706,15.57909,0.8813753,4.618016,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0
2030923,0.8092461,15.57909,0.8813753,4.618016,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0
2030923,0.8199961,15.57909,0.8813753,4.618016,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0
2030923,0.8303251,15.57909,0.8813753,4.618016,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0
2030923,0.8407738,15.57909,0.8813753,4.618016,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0
